"","X","classes","sdg1_weight","sdg2_weight","sdg3_weight","sdg4_weight","sdg5_weight","sdg6_weight","sdg7_weight","sdg8_weight","sdg9_weight","sdg10_weight","sdg11_weight","sdg12_weight","sdg13_weight","sdg14_weight","sdg15_weight","sdg16_weight","sdg17_weight","total_weight"
"3808",3808,"PM-523",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,0.29,NA,NA,0.07,NA,NA,3809.19
"3809",3809,"PM-525",2.03,NA,6.06,10.72,10.15,NA,NA,0.74,NA,2.76,0.49,0.72,0.26,NA,0.57,0.3,NA,3843.8
"3810",3810,"PM-526",1.27,NA,NA,0.33,NA,NA,NA,NA,1.46,0.44,0.35,NA,NA,NA,NA,0.7,NA,3814.55
"3811",3811,"PM-527",NA,NA,6.62,NA,NA,NA,NA,NA,NA,NA,0.57,0.14,NA,NA,0.57,NA,NA,3818.9
"3812",3812,"PM-528",0.37,NA,NA,0.4,NA,0.13,NA,NA,1.18,NA,0.52,0.21,NA,NA,NA,0.11,1,3815.92
"3813",3813,"PM-529",0.37,NA,NA,NA,NA,0.47,0.38,1.68,NA,NA,NA,3.03,2.54,0.39,1.79,NA,NA,3823.65
"3814",3814,"PM-530",0.37,NA,5.22,NA,NA,0.47,0.38,1.68,NA,NA,NA,3.03,2.54,0.39,1.79,NA,NA,3829.87
"3815",3815,"PM-536",0.55,NA,0.15,0.07,0.29,0.13,NA,0.16,1.18,NA,0.17,0.21,NA,NA,NA,9.57,1,3828.48
"3816",3816,"PM-537",0.22,0.29,10,NA,NA,NA,NA,NA,1.66,NA,NA,NA,NA,NA,NA,NA,1,3829.17
"3817",3817,"PM-538",NA,NA,NA,NA,NA,NA,NA,NA,2.09,NA,NA,NA,NA,NA,NA,NA,1,3820.09
"3818",3818,"PM-542",1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,0.11,NA,3819.49
"3819",3819,"PM-547",1.51,NA,NA,NA,0.47,NA,NA,NA,NA,6.54,0.11,NA,NA,NA,NA,0.41,NA,3828.04
"3820",3820,"PM-559",NA,NA,38.35,NA,NA,NA,NA,NA,0.35,NA,0.72,NA,NA,NA,NA,NA,NA,3859.42
"3821",3821,"PM-560",NA,NA,NA,0.47,NA,NA,NA,0.33,0.76,NA,NA,NA,NA,NA,NA,NA,1,3823.56
"3822",3822,"PM-562",0.37,NA,5.22,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,3828.42
"3823",3823,"PM-563",0.69,NA,NA,0.46,0.6,NA,NA,NA,NA,NA,0.68,NA,NA,NA,0.14,0.63,NA,3826.2
"3824",3824,"PM-564",0.68,NA,NA,0.6,NA,NA,NA,1.48,3.84,NA,0.11,NA,0.26,NA,NA,0.11,NA,3831.08
"3825",3825,"PM-565",0.37,NA,NA,0.47,NA,NA,NA,0.33,1.04,NA,0.11,NA,0.26,NA,NA,0.6,1,3829.18
"3826",3826,"PM-567",1.43,NA,NA,0.33,NA,NA,NA,0.33,0.62,0.44,7.23,0.14,0.26,NA,0.14,0.11,NA,3837.03
"3827",3827,"PM-568",0.37,NA,NA,NA,NA,NA,NA,0.33,0.42,NA,0.11,0.29,0.26,NA,0.07,0.11,1,3829.96
"3828",3828,"PM-569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3828
"3829",3829,"PM-570",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,3829.48
"3830",3830,"PM-574",NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,3830.63
"3831",3831,"PM-576",0.37,NA,NA,0.2,NA,0.13,NA,0.33,0.35,NA,0.17,0.28,0.26,NA,NA,NA,1,3834.09
"3832",3832,"PM-577",0.37,NA,NA,NA,0.41,NA,NA,1.72,NA,1.24,0.11,NA,0.26,NA,NA,8.86,NA,3844.97
"3833",3833,"PM-579",NA,NA,NA,0.4,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,3834.02
"3834",3834,"PM-580",1.45,NA,NA,NA,1.11,NA,NA,0.33,0.62,6.27,NA,NA,NA,NA,NA,NA,NA,3843.78
"3835",3835,"PM-587",0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,0.11,1,3836.59
"3836",3836,"PM-588",NA,NA,0.63,NA,NA,NA,NA,0.33,0.35,NA,NA,NA,NA,NA,NA,NA,1,3838.31
"3837",3837,"PM-589",0.59,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,0.26,NA,NA,NA,NA,3838.51
"3838",3838,"PM-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,3839.48
"3839",3839,"PM-591",0.37,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,3840
"3840",3840,"PM-597",0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,0.11,1,3841.59
"3841",3841,"PM-601",0.37,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,1.21,NA,NA,NA,NA,NA,3842.86
"3842",3842,"PM-603",0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3843.37
"3843",3843,"PM-604",0.37,NA,NA,NA,NA,NA,NA,0.59,0.77,NA,NA,NA,NA,NA,NA,NA,2,3846.73
"3844",3844,"PM-605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3845
"3845",3845,"PM-610",NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3848.63
"3846",3846,"PM-612A",0.73,NA,NA,NA,NA,NA,NA,0.33,NA,0.88,0.11,NA,NA,NA,NA,0.11,1,3849.16
"3847",3847,"PM-612B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3848
"3848",3848,"PM-615",0.37,NA,NA,NA,NA,NA,NA,0.59,1.6,NA,NA,NA,NA,NA,NA,NA,3,3853.56
"3849",3849,"PM-690B",0.37,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,2,3851.72
"3850",3850,"PM-756",0.37,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,3,3854.38
"3851",3851,"PMEP-509",NA,NA,NA,NA,NA,NA,NA,0.59,1.25,NA,NA,NA,NA,NA,NA,NA,2,3854.84
"3852",3852,"PMEP-525",2.28,NA,NA,NA,NA,NA,NA,0.33,3.85,NA,NA,NA,NA,NA,NA,NA,NA,3858.46
"3853",3853,"PMEP-535",1.01,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3854.41
"3854",3854,"PMEP-547",0.37,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,3854.7
"3855",3855,"PMEP-551",0.7,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,1,3857.71
"3856",3856,"PMEP-698",0.33,NA,NA,NA,NA,NA,NA,1.01,0.3,NA,NA,NA,NA,NA,NA,NA,2,3859.64
"3857",3857,"POIR-519",0.9,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1,3860.33
"3858",3858,"POIR-548",1.3,NA,NA,0.4,NA,NA,NA,12.5,1.88,NA,NA,0.43,0.45,NA,NA,1.03,1,3876.99
"3859",3859,"POIR-555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,1,3861.24
"3860",3860,"POIR-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,3861.48
"3861",3861,"POIR-593",NA,NA,NA,0.4,0.18,NA,NA,0.59,0.42,0.27,NA,NA,NA,NA,NA,1.33,2,3866.19
"3862",3862,"POIR-600",NA,NA,NA,NA,NA,NA,NA,1.39,0.35,0.44,NA,NA,NA,NA,NA,1.03,NA,3865.21
"3863",3863,"POIR-610",0.9,NA,NA,0.4,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,1,3866.13
"3864",3864,"POIR-611",0.9,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3866.3
"3865",3865,"POIR-612",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,1,3866.83
"3866",3866,"POIR-620",0.33,NA,NA,NA,0.18,NA,NA,1.39,0.35,0.71,NA,NA,NA,NA,NA,0.3,NA,3869.26
"3867",3867,"POIR-621",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,1.33,1,3869.78
"3868",3868,"POIR-640",NA,NA,NA,NA,0.18,NA,NA,1.39,0.35,0.71,NA,NA,NA,NA,NA,0.3,NA,3870.93
"3869",3869,"POIR-648",0.33,NA,NA,0.2,0.59,NA,NA,0.16,NA,1.07,0.72,NA,NA,NA,NA,9.05,NA,3881.12
"3870",3870,"POIR-662",0.22,NA,NA,NA,NA,NA,NA,0.33,0.48,NA,NA,NA,NA,NA,NA,NA,1,3872.03
"3871",3871,"POIR-670",0.36,NA,NA,NA,NA,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,1.03,NA,3874.03
"3872",3872,"POIR-680",0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3872.56
"3873",3873,"PORT-175",NA,NA,NA,0.47,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3873.76
"3874",3874,"PORT-220",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.82,NA,NA,NA,NA,NA,1,3876.17
"3875",3875,"POSC-100",NA,NA,NA,0.4,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,1.54,NA,3877.39
"3876",3876,"POSC-110",1.26,NA,NA,NA,1.52,NA,NA,NA,0.28,1.71,NA,NA,NA,NA,NA,1.03,NA,3881.8
"3877",3877,"POSC-120",0.27,0.36,NA,0.6,0.18,NA,NA,2.03,5.13,0.27,NA,NA,NA,NA,NA,1.33,NA,3887.17
"3878",3878,"POSC-130",0.33,NA,NA,NA,0.18,NA,NA,0.16,NA,0.27,0.11,NA,NA,NA,NA,0.41,NA,3879.46
"3879",3879,"POSC-248",0.9,NA,NA,NA,0.41,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,9.78,1,3891.89
"3880",3880,"POSC-265",NA,NA,NA,NA,NA,0.47,1.52,7.02,0.28,NA,NA,3.96,42.83,0.39,3.22,NA,NA,3939.69
"3881",3881,"POSC-270",1.23,NA,NA,0.4,0.18,0.47,0.38,1.68,NA,0.27,NA,3.03,2.54,0.39,1.79,0.3,NA,3893.66
"3882",3882,"POSC-300",0.33,NA,NA,0.2,NA,NA,NA,0.32,NA,NA,0.11,NA,NA,NA,NA,1.35,NA,3884.31
"3883",3883,"POSC-311",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,NA,3884.43
"3884",3884,"POSC-315",0.22,NA,NA,NA,NA,NA,NA,1.48,0.28,NA,0.11,NA,NA,NA,NA,1.14,NA,3887.23
"3885",3885,"POSC-321",16.6,0.64,NA,10.72,0.29,NA,NA,1.39,NA,2.18,1.62,0.72,NA,NA,0.57,3.59,NA,3923.32
"3886",3886,"POSC-323",NA,NA,NA,NA,0.18,NA,NA,NA,0.48,0.27,0.68,NA,NA,NA,NA,0.41,NA,3888.02
"3887",3887,"POSC-334",0.13,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3887.92
"3888",3888,"POSC-340",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,2.67,1,3892.68
"3889",3889,"POSC-347",NA,NA,NA,NA,NA,0.47,0.38,1.68,0.35,NA,NA,3.03,2.54,0.39,1.79,NA,NA,3899.63
"3890",3890,"POSC-350",0.4,NA,NA,NA,0.18,NA,NA,0.59,1.25,1.08,1.06,NA,NA,NA,NA,1.33,1,3896.89
"3891",3891,"POSC-351",2.24,NA,NA,NA,0.53,NA,NA,5.19,1.53,1.52,1.37,NA,NA,NA,NA,1.82,1,3906.2
"3892",3892,"POSC-352",0.4,NA,NA,NA,0.18,NA,NA,0.59,1.25,1.08,1.06,NA,NA,NA,NA,1.33,1,3898.89
"3893",3893,"POSC-355",NA,NA,NA,0.2,0.18,NA,NA,0.16,0.35,0.27,0.49,NA,NA,NA,NA,1.33,NA,3895.98
"3894",3894,"POSC-356",1.84,NA,NA,NA,0.18,NA,NA,4.6,0.28,0.27,NA,NA,NA,NA,NA,1.33,NA,3902.5
"3895",3895,"POSC-358",0.4,NA,NA,NA,0.18,NA,NA,0.59,1.25,1.08,1.06,NA,NA,NA,NA,1.33,1,3901.89
"3896",3896,"POSC-360",NA,0.36,NA,0.2,NA,NA,NA,0.72,4.99,NA,0.49,NA,NA,NA,NA,1.03,NA,3903.79
"3897",3897,"POSC-370",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,1.03,NA,3898.38
"3898",3898,"POSC-371",NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,3899.71
"3899",3899,"POSC-380",1.23,NA,NA,NA,NA,NA,NA,0.16,0.28,NA,0.11,NA,NA,NA,NA,1.14,NA,3901.92
"3900",3900,"POSC-381",0.27,NA,NA,0.2,9.66,NA,0.79,0.49,NA,1.24,NA,NA,NA,NA,NA,2.71,NA,3915.36
"3901",3901,"POSC-391",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1,3903.43
"3902",3902,"POSC-392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3904
"3903",3903,"POSC-395",NA,NA,NA,0.6,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,1.03,NA,3904.96
"3904",3904,"POSC-398",0.22,NA,NA,NA,0.29,NA,NA,NA,NA,0.44,0.11,NA,NA,NA,NA,0.7,NA,3905.76
"3905",3905,"POSC-410",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,1.03,NA,3906.31
"3906",3906,"POSC-418",NA,NA,NA,NA,0.18,0.47,0.91,2.34,0.97,0.27,0.11,6.06,4.39,0.39,2.15,0.41,NA,3924.65
"3907",3907,"POSC-421",0.55,NA,NA,NA,1.35,NA,NA,NA,NA,3.42,NA,NA,NA,NA,NA,1.33,NA,3913.65
"3908",3908,"POSC-422",NA,NA,NA,NA,0.18,NA,NA,0.59,0.42,0.27,NA,NA,NA,NA,NA,1.33,1,3911.79
"3909",3909,"POSC-423",NA,NA,NA,0.6,NA,NA,0.79,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,3910.72
"3910",3910,"POSC-425",NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,1.03,NA,3911.65
"3911",3911,"POSC-426",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.3,NA,3911.75
"3912",3912,"POSC-432",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.86,0.11,NA,NA,NA,NA,2.92,NA,3916.07
"3913",3913,"POSC-435",2.47,NA,NA,0.4,0.18,0.47,0.38,8.25,0.28,0.27,NA,3.03,2.93,0.39,1.79,0.3,NA,3934.14
"3914",3914,"POSC-437",0.94,NA,NA,NA,0.18,NA,NA,4.6,0.28,0.27,NA,0.21,NA,NA,NA,1.33,NA,3921.81
"3915",3915,"POSC-439",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.3,NA,3915.75
"3916",3916,"POSC-442",2.75,NA,NA,NA,16.15,NA,NA,0.82,NA,8.84,0.65,NA,NA,NA,NA,5.24,NA,3950.45
"3917",3917,"POSC-444",NA,NA,NA,NA,0.59,NA,NA,NA,NA,1.06,NA,NA,NA,NA,0.43,4.47,NA,3923.55
"3918",3918,"POSC-450",0.4,NA,NA,0.4,0.7,NA,NA,1.08,0.42,2.21,NA,NA,NA,NA,NA,1.03,1,3925.24
"3919",3919,"POSC-451",1.72,NA,NA,NA,0.18,NA,NA,5.19,0.7,0.27,NA,NA,NA,NA,NA,1.33,1,3929.39
"3920",3920,"POSC-452",0.33,NA,NA,NA,NA,NA,NA,0.16,NA,NA,0.11,NA,NA,NA,NA,0.11,NA,3920.71
"3921",3921,"POSC-456",NA,NA,NA,NA,7.46,NA,NA,0.59,0.77,0.44,NA,NA,NA,NA,NA,NA,1,3931.26
"3922",3922,"POSC-464",0.13,NA,NA,0.2,0.18,NA,NA,0.16,NA,0.27,0.49,NA,NA,NA,NA,1.33,NA,3924.76
"3923",3923,"POSC-469",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.3,NA,3923.75
"3924",3924,"POSC-476",0.13,0.14,NA,NA,NA,NA,NA,NA,NA,0.24,0.33,NA,NA,NA,0.36,1.23,NA,3926.43
"3925",3925,"POSC-479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,NA,3926.03
"3926",3926,"PPD-225",0.33,NA,NA,0.2,NA,NA,NA,0.32,NA,NA,0.11,NA,NA,NA,NA,0.11,NA,3927.07
"3927",3927,"PPD-227",1.62,0.21,NA,0.07,0.18,0.13,0.53,10.83,1.32,0.27,6.23,2.96,1.15,NA,0.64,0.41,1,3954.55
"3928",3928,"PPD-240",0.33,NA,NA,NA,NA,NA,NA,0.16,NA,1.77,0.11,0.29,NA,NA,0.07,0.11,NA,3930.84
"3929",3929,"PPD-245",3.07,NA,NA,0.2,NA,0.13,NA,4.6,0.42,0.81,2.78,0.35,NA,NA,NA,NA,NA,3941.36
"3930",3930,"PPD-300",1.51,NA,NA,0.07,NA,0.13,NA,0.16,NA,1.19,2.14,0.21,NA,NA,NA,0.11,NA,3935.52
"3931",3931,"PPD-301",0.33,NA,NA,0.67,0.66,0.13,NA,2.31,0.42,1.15,0.17,0.21,NA,NA,NA,NA,2,3939.05
"3932",3932,"PPD-303",0.33,NA,NA,0.07,NA,0.13,NA,0.59,0.9,NA,0.17,0.21,NA,NA,NA,NA,1,3935.4
"3933",3933,"PPD-313",7.23,NA,NA,NA,NA,NA,NA,2.06,0.63,NA,0.11,NA,NA,NA,NA,0.11,NA,3943.14
"3934",3934,"PPD-314",0.33,NA,NA,NA,NA,NA,NA,0.16,NA,NA,0.11,NA,NA,NA,NA,0.11,NA,3934.71
"3935",3935,"PPD-315",0.33,NA,0.42,0.6,NA,NA,NA,0.49,0.83,NA,0.11,0.29,NA,NA,0.07,1.14,NA,3939.28
"3936",3936,"PPD-318",NA,NA,NA,NA,NA,NA,NA,1.07,0.7,0.66,0.11,NA,NA,NA,NA,0.11,NA,3938.65
"3937",3937,"PPD-320",NA,NA,NA,0.6,NA,NA,NA,0.33,0.97,NA,0.11,NA,0.39,NA,NA,0.11,NA,3939.51
"3938",3938,"PPD-325",1.42,NA,NA,0.2,NA,NA,NA,1.88,NA,0.44,0.83,NA,NA,NA,NA,0.11,NA,3942.88
"3939",3939,"PPD-330",0.82,NA,0.84,NA,NA,NA,NA,0.74,1.61,NA,NA,0.07,NA,NA,NA,NA,NA,3943.08
"3940",3940,"PPD-342",0.33,NA,NA,NA,NA,NA,NA,0.16,NA,0.59,0.11,NA,NA,NA,NA,5.23,NA,3946.42
"3941",3941,"PPD-353",0.9,NA,NA,NA,NA,NA,NA,0.57,5.28,NA,0.57,0.43,0.39,NA,NA,NA,1,3950.14
"3942",3942,"PPD-357",0.27,NA,NA,0.2,NA,NA,NA,1.31,0.83,NA,0.11,NA,NA,NA,NA,0.11,NA,3944.83
"3943",3943,"PPD-358",0.75,0.21,NA,NA,NA,0.47,NA,1.91,0.35,NA,3.77,0.36,0.32,NA,0.28,0.11,NA,3951.53
"3944",3944,"PPD-360",0.61,NA,NA,0.07,NA,0.13,NA,NA,NA,NA,6.22,0.21,NA,NA,NA,NA,NA,3951.24
"3945",3945,"PPD-361",0.4,1.21,NA,0.2,NA,16.05,1.9,4.96,4.28,0.44,0.66,13.2,5.67,0.84,5.77,NA,1,4001.58
"3946",3946,"PPD-371",0.4,NA,NA,NA,NA,NA,NA,1.15,0.83,NA,0.11,NA,NA,NA,NA,0.11,NA,3948.6
"3947",3947,"PPD-373",0.33,NA,NA,0.07,NA,0.13,NA,1.55,0.48,0.44,0.28,0.21,NA,NA,NA,0.11,NA,3950.6
"3948",3948,"PPD-382",0.53,NA,NA,0.07,0.29,0.13,NA,2.07,0.42,0.44,0.17,0.21,0.52,NA,NA,NA,1,3953.85
"3949",3949,"PPD-400",0.61,NA,NA,NA,NA,NA,NA,0.16,NA,NA,1.73,NA,NA,NA,NA,0.11,2,3953.61
"3950",3950,"PPD-402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,0.43,0.11,NA,3950.65
"3951",3951,"PPD-407",0.22,NA,NA,NA,NA,NA,NA,1.07,NA,0.66,0.11,NA,NA,NA,NA,0.11,NA,3953.17
"3952",3952,"PPD-410",0.59,0.07,NA,NA,NA,0.07,NA,1.73,0.77,NA,2.89,NA,NA,NA,NA,NA,1,3959.12
"3953",3953,"PPD-413",0.82,NA,NA,0.33,NA,NA,NA,NA,NA,NA,0.24,0.09,NA,NA,NA,0.1,NA,3954.58
"3954",3954,"PPD-414",0.98,NA,NA,0.4,NA,0.13,NA,0.41,NA,NA,3.24,0.93,NA,NA,0.57,NA,NA,3960.66
"3955",3955,"PPD-415",3.43,NA,NA,NA,NA,NA,NA,0.33,0.42,NA,NA,NA,NA,NA,NA,NA,NA,3959.18
"3956",3956,"PPD-424",0.41,NA,NA,NA,NA,NA,NA,NA,0.28,NA,5.7,NA,NA,NA,NA,0.11,1,3963.5
"3957",3957,"PPD-427",NA,NA,NA,0.07,NA,0.13,NA,NA,0.97,NA,0.17,0.21,NA,NA,NA,NA,2,3960.55
"3958",3958,"PPD-431",0.55,NA,NA,0.07,NA,0.13,NA,0.59,0.42,NA,0.17,0.21,NA,NA,NA,NA,2,3962.14
"3959",3959,"PPD-439",1.71,NA,NA,0.33,NA,NA,NA,5.76,0.7,NA,1.63,NA,NA,NA,NA,NA,1,3970.13
"3960",3960,"PPD-478",0.9,NA,NA,NA,NA,NA,NA,0.57,5.91,NA,NA,0.43,0.39,NA,NA,NA,1,3969.2
"3961",3961,"PPD-485",0.82,NA,NA,NA,NA,NA,NA,0.74,1.11,17.52,0.72,NA,NA,NA,NA,NA,NA,3981.91
"3962",3962,"PPD-497A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3968
"3963",3963,"PPD-497B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3969
"3964",3964,"PPD-500",0.46,NA,NA,0.67,NA,0.13,NA,0.92,1.67,NA,0.28,0.21,NA,NA,NA,1,1,3970.34
"3965",3965,"PPD-501A",0.33,NA,NA,0.07,NA,0.13,NA,1.93,1.8,NA,0.17,0.64,0.45,NA,NA,NA,1,3971.52
"3966",3966,"PPD-501B",0.33,NA,NA,0.07,NA,0.13,NA,1.6,0.42,NA,0.17,0.21,NA,NA,NA,NA,1,3969.93
"3967",3967,"PPD-502",0.33,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.11,NA,NA,NA,NA,0.11,NA,3967.9
"3968",3968,"PPD-503",1.27,NA,NA,NA,NA,NA,NA,6.1,2.01,NA,0.11,0.43,0.45,NA,NA,0.11,NA,3978.48
"3969",3969,"PPD-509",0.37,NA,5.85,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,0.11,NA,3975.44
"3970",3970,"PPD-510A",0.68,NA,NA,0.07,NA,0.13,NA,2.54,1.28,0.66,0.17,0.21,NA,NA,NA,NA,NA,3975.74
"3971",3971,"PPD-510B",0.95,NA,NA,0.07,NA,0.13,NA,2.87,2.81,0.66,0.17,0.21,NA,NA,NA,NA,NA,3978.87
"3972",3972,"PPD-511",0.6,NA,NA,NA,NA,NA,NA,0.59,1.04,NA,NA,NA,NA,NA,NA,NA,1,3975.23
"3973",3973,"PPD-512",1.37,NA,NA,NA,NA,NA,NA,0.33,0.56,NA,NA,NA,NA,NA,NA,NA,2,3977.26
"3974",3974,"PPD-513",0.82,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,1.06,NA,3976.58
"3975",3975,"PPD-514",4.17,NA,NA,NA,NA,NA,NA,6.9,4.94,NA,NA,NA,NA,NA,NA,NA,NA,3991.01
"3976",3976,"PPD-515",0.37,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,3977
"3977",3977,"PPD-516",0.82,NA,NA,NA,NA,NA,NA,1.4,1.39,0.66,NA,NA,NA,NA,NA,NA,NA,3981.27
"3978",3978,"PPD-517",1.04,NA,NA,0.13,NA,NA,NA,0.74,0.35,NA,0.11,0.07,NA,NA,NA,0.11,NA,3980.55
"3979",3979,"PPD-518",1.13,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,3980.76
"3980",3980,"PPD-524",NA,NA,NA,0.07,NA,0.13,NA,0.59,0.42,NA,0.17,0.21,NA,NA,NA,NA,1,3982.59
"3981",3981,"PPD-526",0.28,0.07,NA,NA,NA,0.07,NA,1.73,0.77,NA,1.9,NA,NA,NA,NA,NA,1,3986.82
"3982",3982,"PPD-527",1.4,NA,NA,0.07,1.83,0.13,NA,0.41,0.28,3.86,2.28,0.93,NA,NA,0.57,NA,NA,3993.76
"3983",3983,"PPD-529",0.07,0.21,NA,0.07,NA,0.13,NA,1,0.42,NA,0.44,1.29,NA,NA,1.28,0.11,1,3989.02
"3984",3984,"PPD-531",NA,NA,NA,0.07,NA,0.13,NA,NA,NA,NA,0.17,0.21,NA,NA,NA,NA,1,3985.58
"3985",3985,"PPD-533",2.12,NA,NA,0.07,NA,0.13,NA,5.01,0.28,NA,2.6,0.93,NA,NA,0.57,1.03,NA,3997.74
"3986",3986,"PPD-540",0.13,NA,NA,1.94,NA,NA,NA,0.16,1.32,NA,0.11,NA,NA,NA,NA,1.17,NA,3990.83
"3987",3987,"PPD-541",0.22,NA,NA,NA,NA,NA,NA,4.68,0.98,1.1,0.11,NA,NA,NA,NA,0.11,NA,3994.2
"3988",3988,"PPD-542",0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3988.33
"3989",3989,"PPD-543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3991
"3990",3990,"PPD-545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,0.11,NA,3990.22
"3991",3991,"PPD-546",NA,NA,NA,0.47,NA,NA,NA,NA,0.62,1.77,0.11,0.29,NA,NA,0.07,0.11,1,3995.44
"3992",3992,"PPD-554",0.33,NA,0.42,NA,NA,NA,NA,0.16,0.83,NA,0.11,0.29,NA,NA,0.07,0.11,NA,3994.32
"3993",3993,"PPD-555",0.33,NA,NA,0.6,NA,NA,NA,0.49,0.83,NA,0.11,NA,NA,NA,NA,1.14,NA,3996.5
